ID	ImageURL	WikiURL	CollInfo	DisplayName	Title	Subtitle	TitleSuffix	Nicknames
295	https://res.starwarsccg.org/cards/SpecialEdition-Dark/large/boelo.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Boelo	SER168	•Boelo	Boelo	Boelo		•Boelo,Dark •Boelo,Dark•Boelo,DS •Boelo,DS•Boelo,Boelo,Dark Boelo,DarkBoelo,DS Boelo,DSBoelo,•Boelo (SER168),SER168,(SER168)
296	https://res.starwarsccg.org/cards/Dagobah-Dark/large/bogwing.gif	https://scomp.starwarsccg.org/?s=Bog-wing	DAGC108	Bog-wing	Bog-wing	Bog-wing		Bog-wing,Dark Bog-wing,DarkBog-wing,DS Bog-wing,DSBog-wing,Bog-wing (DAGC108),DAGC108,(DAGC108)
298	https://res.starwarsccg.org/cards/TheedPalace-Dark/large/bokaskol.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Bok+Askol	TPU075	•Bok Askol	Bok Askol	Bok Askol		•Bok Askol,Dark •Bok Askol,Dark•Bok Askol,DS •Bok Askol,DS•Bok Askol,Bok Askol,Dark Bok Askol,DarkBok Askol,DS Bok Askol,DSBok Askol,•Bok Askol (TPU075),TPU075,(TPU075)
299	https://res.starwarsccg.org/cards/Dagobah-Dark/large/bombingrun.gif	https://scomp.starwarsccg.org/?s=%3C%3EBombing+Run	DAGR117	<>Bombing Run	Bombing Run	Bombing Run		<>Bombing Run,Dark <>Bombing Run,Dark<>Bombing Run,DS <>Bombing Run,DS<>Bombing Run,Bombing Run,Dark Bombing Run,DarkBombing Run,DS Bombing Run,DSBombing Run,<>Bombing Run (DAGR117),DAGR117,(DAGR117)
301	https://res.starwarsccg.org/cards/Tatooine-Dark/large/boontaevepodrace.gif	https://scomp.starwarsccg.org/?s=Boonta+Eve+Podrace	TATR079	Boonta Eve Podrace	Boonta Eve Podrace	Boonta Eve Podrace		Boonta Eve Podrace,Dark Boonta Eve Podrace,DarkBoonta Eve Podrace,DS Boonta Eve Podrace,DSBoonta Eve Podrace,Boonta Eve Podrace (TATR079),TATR079,(TATR079)
303	https://res.starwarsccg.org/cards/Premiere-Dark/large/boostedtiecannon.gif	https://scomp.starwarsccg.org/?s=Boosted+TIE+Cannon	PU1313	Boosted TIE Cannon	Boosted TIE Cannon	Boosted TIE Cannon		Boosted TIE Cannon,Dark Boosted TIE Cannon,DarkBoosted TIE Cannon,DS Boosted TIE Cannon,DSBoosted TIE Cannon,Boosted TIE Cannon (PU1313),PU1313,(PU1313)
304	https://res.starwarsccg.org/cards/Premiere-Dark/large/boringconversationanyway.gif	https://scomp.starwarsccg.org/?s=Boring+Conversation+Anyway	PR1235	Boring Conversation Anyway	Boring Conversation Anyway	Boring Conversation Anyway		Boring Conversation Anyway,Dark Boring Conversation Anyway,DarkBoring Conversation Anyway,DS Boring Conversation Anyway,DSBoring Conversation Anyway,Boring Conversation Anyway (PR1235),PR1235,(PR1235)
308	https://res.starwarsccg.org/cards/Dagobah-Dark/large/bossk.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Bossk	DAGR092	•Bossk	Bossk	Bossk		•Bossk,Dark •Bossk,Dark•Bossk,DS •Bossk,DS•Bossk,Bossk,Dark Bossk,DarkBossk,DS Bossk,DSBossk,•Bossk (DAGR092),DAGR092,(DAGR092)
309	https://res.starwarsccg.org/cards/Virtual0-Dark/large/bossk.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Bossk+%28V%29	V0R075	•Bossk (V)	Bossk	Bossk	(V)	•Bossk (V),Dark •Bossk (V),Dark•Bossk (V),DS •Bossk (V),DS•Bossk (V),Bossk (V),Dark Bossk (V),DarkBossk (V),DS Bossk (V),DSBossk (V),•Bossk (V) (V0R075),V0R075,(V0R075)
310	https://res.starwarsccg.org/cards/SpecialEdition-Dark/large/bosskinhoundstooth.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Bossk+In+Hound%27s+Tooth	SER301	•Bossk In Hound's Tooth	Bossk In Hounds Tooth	Bossk In Hounds Tooth		•Bossk In Hound's Tooth,Dark •Bossk In Hound's Tooth,Dark•Bossk In Hound's Tooth,DS •Bossk In Hound's Tooth,DS•Bossk In Hound's Tooth,Bossk In Hound's Tooth,Dark Bossk In Hound's Tooth,DarkBossk In Hound's Tooth,DS Bossk In Hound's Tooth,DSBossk In Hound's Tooth,•Bossk In Hound’s Tooth,•Bossk In Hound‘s Tooth,Dark •Bossk In Hound’s Tooth,Dark •Bossk In Hound‘s Tooth,Dark•Bossk In Hound’s Tooth,Dark•Bossk In Hound‘s Tooth,DS •Bossk In Hound’s Tooth,DS •Bossk In Hound‘s Tooth,DS•Bossk In Hound’s Tooth,DS•Bossk In Hound‘s Tooth,•Bossk In Hound's Tooth (SER301),SER301,(SER301)
4056	https://res.starwarsccg.org/cards/Virtual0-Dark/large/bosskinhoundstooth.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Bossk+In+Hound%27s+Tooth+%28V%29	V0R131	•Bossk In Hound's Tooth (V)	Bossk In Hounds Tooth	Bossk In Hounds Tooth	(V)	•Bossk In Hound's Tooth (V),Dark •Bossk In Hound's Tooth (V),Dark•Bossk In Hound's Tooth (V),DS •Bossk In Hound's Tooth (V),DS•Bossk In Hound's Tooth (V),Bossk In Hound's Tooth (V),Dark Bossk In Hound's Tooth (V),DarkBossk In Hound's Tooth (V),DS Bossk In Hound's Tooth (V),DSBossk In Hound's Tooth (V),•Bossk In Hound’s Tooth (V),•Bossk In Hound‘s Tooth (V),Dark •Bossk In Hound’s Tooth (V),Dark •Bossk In Hound‘s Tooth (V),Dark•Bossk In Hound’s Tooth (V),Dark•Bossk In Hound‘s Tooth (V),DS •Bossk In Hound’s Tooth (V),DS •Bossk In Hound‘s Tooth (V),DS•Bossk In Hound’s Tooth (V),DS•Bossk In Hound‘s Tooth (V),•Bossk In Hound's Tooth (V) (V0R131),V0R131,(V0R131)
311	https://res.starwarsccg.org/cards/EnhancedJabbasPalace-Dark/large/bosskwithmortargun.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Bossk+With+Mortar+Gun	EJPPM005	•Bossk With Mortar Gun	Bossk With Mortar Gun	Bossk With Mortar Gun		•Bossk With Mortar Gun,Dark •Bossk With Mortar Gun,Dark•Bossk With Mortar Gun,DS •Bossk With Mortar Gun,DS•Bossk With Mortar Gun,Bossk With Mortar Gun,Dark Bossk With Mortar Gun,DarkBossk With Mortar Gun,DS Bossk With Mortar Gun,DSBossk With Mortar Gun,•Bossk With Mortar Gun (EJPPM005),EJPPM005,(EJPPM005)
312	https://res.starwarsccg.org/cards/Dagobah-Dark/large/bossksmortargun.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Bossk%27s+Mortar+Gun	DAGR175	•Bossk's Mortar Gun	Bossks Mortar Gun	Bossks Mortar Gun		•Bossk's Mortar Gun,Dark •Bossk's Mortar Gun,Dark•Bossk's Mortar Gun,DS •Bossk's Mortar Gun,DS•Bossk's Mortar Gun,Bossk's Mortar Gun,Dark Bossk's Mortar Gun,DarkBossk's Mortar Gun,DS Bossk's Mortar Gun,DSBossk's Mortar Gun,•Bossk’s Mortar Gun,•Bossk‘s Mortar Gun,Dark •Bossk’s Mortar Gun,Dark •Bossk‘s Mortar Gun,Dark•Bossk’s Mortar Gun,Dark•Bossk‘s Mortar Gun,DS •Bossk’s Mortar Gun,DS •Bossk‘s Mortar Gun,DS•Bossk’s Mortar Gun,DS•Bossk‘s Mortar Gun,•Bossk's Mortar Gun (DAGR175),DAGR175,(DAGR175)
316	https://res.starwarsccg.org/cards/CloudCity-Dark/large/bounty.gif	https://scomp.starwarsccg.org/?s=Bounty	CCC113	Bounty	Bounty	Bounty		Bounty,Dark Bounty,DarkBounty,DS Bounty,DSBounty,Bounty (CCC113),CCC113,(CCC113)
5101	https://res.starwarsccg.org/cards/Virtual4-Dark/large/bowtothefirstorder.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Bow+To+The+First+Order	V4R2047	•Bow To The First Order (V)	Bow To The First Order	Bow To The First Order	(V)	•Bow To The First Order (V),Dark •Bow To The First Order (V),Dark•Bow To The First Order (V),DS •Bow To The First Order (V),DS•Bow To The First Order (V),Bow To The First Order (V),Dark Bow To The First Order (V),DarkBow To The First Order (V),DS Bow To The First Order (V),DSBow To The First Order (V),•Bow To The First Order (V) (V4R2047),V4R2047,(V4R2047)
320	https://res.starwarsccg.org/cards/SpecialEdition-Dark/large/brangusglee.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Brangus+Glee	SER169	•Brangus Glee	Brangus Glee	Brangus Glee		•Brangus Glee,Dark •Brangus Glee,Dark•Brangus Glee,DS •Brangus Glee,DS•Brangus Glee,Brangus Glee,Dark Brangus Glee,DarkBrangus Glee,DS Brangus Glee,DSBrangus Glee,•Brangus Glee (SER169),SER169,(SER169)
327	https://res.starwarsccg.org/cards/Hoth-Dark/large/breacheddefenses.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Breached+Defenses	HU2098	•Breached Defenses	Breached Defenses	Breached Defenses		•Breached Defenses,Dark •Breached Defenses,Dark•Breached Defenses,DS •Breached Defenses,DS•Breached Defenses,Breached Defenses,Dark Breached Defenses,DarkBreached Defenses,DS Breached Defenses,DSBreached Defenses,•Breached Defenses (HU2098),HU2098,(HU2098)
330	https://res.starwarsccg.org/cards/CloudCity-Dark/large/brieflossofcontrol.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Brief+Loss+Of+Control	CCR133	•Brief Loss Of Control	Brief Loss Of Control	Brief Loss Of Control		•Brief Loss Of Control,Dark •Brief Loss Of Control,Dark•Brief Loss Of Control,DS •Brief Loss Of Control,DS•Brief Loss Of Control,Brief Loss Of Control,Dark Brief Loss Of Control,DarkBrief Loss Of Control,DS Brief Loss Of Control,DSBrief Loss Of Control,•Brief Loss Of Control (CCR133),CCR133,(CCR133)
6151	https://res.starwarsccg.org/cards/DeathStarII-Dark/large/bringhimbeforeme.gif	https://scomp.starwarsccg.org/?s=Bring+Him+Before+Me+%2F+Take+Your+Father%27s+Place	DS2R151	 Take Your Father's Place	 Take Your Fathers Place	 Take Your Fathers Place		Bring Him Before Me ,Dark Bring Him Before Me ,DarkBring Him Before Me ,DS Bring Him Before Me ,DSBring Him Before Me ,Bring Him Before Me  (DS2R151),DS2R151,(DS2R151), Take Your Father's Place,Dark  Take Your Father's Place,Dark Take Your Father's Place,DS  Take Your Father's Place,DS Take Your Father's Place, Take Your Father’s Place, Take Your Father‘s Place,Dark  Take Your Father’s Place,Dark  Take Your Father‘s Place,Dark Take Your Father’s Place,Dark Take Your Father‘s Place,DS  Take Your Father’s Place,DS  Take Your Father‘s Place,DS Take Your Father’s Place,DS Take Your Father‘s Place, Take Your Father's Place (DS2R151),DS2R151,(DS2R151)
336	https://res.starwarsccg.org/cards/Dagobah-Dark/large/brokenconcentration.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Broken+Concentration	DAGR118	•Broken Concentration	Broken Concentration	Broken Concentration		•Broken Concentration,Dark •Broken Concentration,Dark•Broken Concentration,DS •Broken Concentration,DS•Broken Concentration,Broken Concentration,Dark Broken Concentration,DarkBroken Concentration,DS Broken Concentration,DSBroken Concentration,•Broken Concentration (DAGR118),DAGR118,(DAGR118)
339	https://res.starwarsccg.org/cards/JabbasPalace-Dark/large/bubo.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Bubo	JPU138	•Bubo	Bubo	Bubo		•Bubo,Dark •Bubo,Dark•Bubo,DS •Bubo,DS•Bubo,Bubo,Dark Bubo,DarkBubo,DS Bubo,DSBubo,•Bubo (JPU138),JPU138,(JPU138)
5021	https://res.starwarsccg.org/cards/Virtual3-Dark/large/cadbane.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Cad+Bane	V3C024	•Cad Bane (V)	Cad Bane	Cad Bane	(V)	•Cad Bane (V),Dark •Cad Bane (V),Dark•Cad Bane (V),DS •Cad Bane (V),DS•Cad Bane (V),Cad Bane (V),Dark Cad Bane (V),DarkCad Bane (V),DS Cad Bane (V),DSCad Bane (V),•Cad Bane (V) (V3C024),V3C024,(V3C024)
347	https://res.starwarsccg.org/cards/Premiere-Dark/large/caller.gif	https://scomp.starwarsccg.org/?s=Caller	PU2200	Caller	Caller	Caller		Caller,Dark Caller,DarkCaller,DS Caller,DSCaller,Caller (PU2200),PU2200,(PU2200)
350	https://res.starwarsccg.org/cards/JabbasPalace-Dark/large/caneadiss.gif	https://scomp.starwarsccg.org/?s=Cane+Adiss	JPU142	Cane Adiss	Cane Adiss	Cane Adiss		Cane Adiss,Dark Cane Adiss,DarkCane Adiss,DS Cane Adiss,DSCane Adiss,Cane Adiss (JPU142),JPU142,(JPU142)
355	https://res.starwarsccg.org/cards/CloudCity-Dark/large/captainbewil.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Bewil	CCR092	•Captain Bewil	Captain Bewil	Captain Bewil		•Captain Bewil,Dark •Captain Bewil,Dark•Captain Bewil,DS •Captain Bewil,DS•Captain Bewil,Captain Bewil,Dark Captain Bewil,DarkCaptain Bewil,DS Captain Bewil,DSCaptain Bewil,•Captain Bewil (CCR092),CCR092,(CCR092)
5091	https://res.starwarsccg.org/cards/Virtual4-Dark/large/captainbewil.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Bewil+%28V%29	V4R037	•Captain Bewil (V)	Captain Bewil	Captain Bewil	(V)	•Captain Bewil (V),Dark •Captain Bewil (V),Dark•Captain Bewil (V),DS •Captain Bewil (V),DS•Captain Bewil (V),Captain Bewil (V),Dark Captain Bewil (V),DarkCaptain Bewil (V),DS Captain Bewil (V),DSCaptain Bewil (V),•Captain Bewil (V) (V4R037),V4R037,(V4R037)
357	https://res.starwarsccg.org/cards/TheedPalace-Dark/large/captaindaultaydofine.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Daultay+Dofine	TPR076	•Captain Daultay Dofine	Captain Daultay Dofine	Captain Daultay Dofine		•Captain Daultay Dofine,Dark •Captain Daultay Dofine,Dark•Captain Daultay Dofine,DS •Captain Daultay Dofine,DS•Captain Daultay Dofine,Captain Daultay Dofine,Dark Captain Daultay Dofine,DarkCaptain Daultay Dofine,DS Captain Daultay Dofine,DSCaptain Daultay Dofine,•Captain Daultay Dofine (TPR076),TPR076,(TPR076)
358	https://res.starwarsccg.org/cards/ReflectionsII-Dark/large/captaingileadpellaeon.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Gilad+Pellaeon	Ref2PM033	•Captain Gilad Pellaeon	Captain Gilad Pellaeon	Captain Gilad Pellaeon		•Captain Gilad Pellaeon,Dark •Captain Gilad Pellaeon,Dark•Captain Gilad Pellaeon,DS •Captain Gilad Pellaeon,DS•Captain Gilad Pellaeon,Captain Gilad Pellaeon,Dark Captain Gilad Pellaeon,DarkCaptain Gilad Pellaeon,DS Captain Gilad Pellaeon,DSCaptain Gilad Pellaeon,•Captain Gilad Pellaeon (Ref2PM033),Ref2PM033,(Ref2PM033)
359	https://res.starwarsccg.org/cards/DeathStarII-Dark/large/captaingodherdt.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Godherdt	DS2U100	•Captain Godherdt	Captain Godherdt	Captain Godherdt		•Captain Godherdt,Dark •Captain Godherdt,Dark•Captain Godherdt,DS •Captain Godherdt,DS•Captain Godherdt,Captain Godherdt,Dark Captain Godherdt,DarkCaptain Godherdt,DS Captain Godherdt,DSCaptain Godherdt,•Captain Godherdt (DS2U100),DS2U100,(DS2U100)
361	https://res.starwarsccg.org/cards/DeathStarII-Dark/large/captainjonus.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Jonus	DS2U101	•Captain Jonus	Captain Jonus	Captain Jonus		•Captain Jonus,Dark •Captain Jonus,Dark•Captain Jonus,DS •Captain Jonus,DS•Captain Jonus,Captain Jonus,Dark Captain Jonus,DarkCaptain Jonus,DS Captain Jonus,DSCaptain Jonus,•Captain Jonus (DS2U101),DS2U101,(DS2U101)
5124	https://res.starwarsccg.org/cards/Virtual5-Dark/large/captainjonusinscimitar2.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Jonus+in+Scimitar+2	V5U021	•Captain Jonus in Scimitar 2 (V)	Captain Jonus in Scimitar 2	Captain Jonus in Scimitar 2	(V)	•Captain Jonus in Scimitar 2 (V),Dark •Captain Jonus in Scimitar 2 (V),Dark•Captain Jonus in Scimitar 2 (V),DS •Captain Jonus in Scimitar 2 (V),DS•Captain Jonus in Scimitar 2 (V),Captain Jonus in Scimitar 2 (V),Dark Captain Jonus in Scimitar 2 (V),DarkCaptain Jonus in Scimitar 2 (V),DS Captain Jonus in Scimitar 2 (V),DSCaptain Jonus in Scimitar 2 (V),•Captain Jonus in Scimitar 2 (V) (V5U021),V5U021,(V5U021)
362	https://res.starwarsccg.org/cards/ANewHope-Dark/large/captainkhurgee.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Khurgee	ANHU1083	•Captain Khurgee	Captain Khurgee	Captain Khurgee		•Captain Khurgee,Dark •Captain Khurgee,Dark•Captain Khurgee,DS •Captain Khurgee,DS•Captain Khurgee,Captain Khurgee,Dark Captain Khurgee,DarkCaptain Khurgee,DS Captain Khurgee,DSCaptain Khurgee,•Captain Khurgee (ANHU1083),ANHU1083,(ANHU1083)
363	https://res.starwarsccg.org/cards/Hoth-Dark/large/captainlennox.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Lennox	HU1084	•Captain Lennox	Captain Lennox	Captain Lennox		•Captain Lennox,Dark •Captain Lennox,Dark•Captain Lennox,DS •Captain Lennox,DS•Captain Lennox,Captain Lennox,Dark Captain Lennox,DarkCaptain Lennox,DS Captain Lennox,DSCaptain Lennox,•Captain Lennox (HU1084),HU1084,(HU1084)
366	https://res.starwarsccg.org/cards/Dagobah-Dark/large/captainneeda.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Needa	DAGR093	•Captain Needa	Captain Needa	Captain Needa		•Captain Needa,Dark •Captain Needa,Dark•Captain Needa,DS •Captain Needa,DS•Captain Needa,Captain Needa,Dark Captain Needa,DarkCaptain Needa,DS Captain Needa,DSCaptain Needa,•Captain Needa (DAGR093),DAGR093,(DAGR093)
5183	https://res.starwarsccg.org/cards/Virtual8-Dark/large/captainpeavey.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Peavey	V8PM037	•Captain Peavey (V)	Captain Peavey	Captain Peavey	(V)	•Captain Peavey (V),Dark •Captain Peavey (V),Dark•Captain Peavey (V),DS •Captain Peavey (V),DS•Captain Peavey (V),Captain Peavey (V),Dark Captain Peavey (V),DarkCaptain Peavey (V),DS Captain Peavey (V),DSCaptain Peavey (V),•Captain Peavey (V) (V8PM037),V8PM037,(V8PM037)
5092	https://res.starwarsccg.org/cards/Virtual4-Dark/large/captainphasma.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Phasma	V4R2038	•Captain Phasma (V)	Captain Phasma	Captain Phasma	(V)	•Captain Phasma (V),Dark •Captain Phasma (V),Dark•Captain Phasma (V),DS •Captain Phasma (V),DS•Captain Phasma (V),Captain Phasma (V),Dark Captain Phasma (V),DarkCaptain Phasma (V),DS Captain Phasma (V),DSCaptain Phasma (V),•Captain Phasma (V) (V4R2038),V4R2038,(V4R2038)
7007	https://res.starwarsccg.org/cards/VirtualAlternateImage-Dark/large/captainphasma_ai.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Phasma+%28AI%29	V4R2038AI	•Captain Phasma (AI) (V)	Captain Phasma	Captain Phasma	(AI)	•Captain Phasma (AI) (V),Dark •Captain Phasma (AI) (V),Dark•Captain Phasma (AI) (V),DS •Captain Phasma (AI) (V),DS•Captain Phasma (AI) (V),Captain Phasma (AI) (V),Dark Captain Phasma (AI) (V),DarkCaptain Phasma (AI) (V),DS Captain Phasma (AI) (V),DSCaptain Phasma (AI) (V),•Captain Phasma (AI) (V) (V4R2038AI),V4R2038AI,(V4R2038AI)
368	https://res.starwarsccg.org/cards/Hoth-Dark/large/captainpiett.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Piett	HR2085	•Captain Piett	Captain Piett	Captain Piett		•Captain Piett,Dark •Captain Piett,Dark•Captain Piett,DS •Captain Piett,DS•Captain Piett,Captain Piett,Dark Captain Piett,DarkCaptain Piett,DS Captain Piett,DSCaptain Piett,•Captain Piett (HR2085),HR2085,(HR2085)
370	https://res.starwarsccg.org/cards/DeathStarII-Dark/large/captainsarkli.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Sarkli	DS2R102	•Captain Sarkli	Captain Sarkli	Captain Sarkli		•Captain Sarkli,Dark •Captain Sarkli,Dark•Captain Sarkli,DS •Captain Sarkli,DS•Captain Sarkli,Captain Sarkli,Dark Captain Sarkli,DarkCaptain Sarkli,DS Captain Sarkli,DSCaptain Sarkli,•Captain Sarkli (DS2R102),DS2R102,(DS2R102)
374	https://res.starwarsccg.org/cards/DeathStarII-Dark/large/captainyorr.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Captain+Yorr	DS2U103	•Captain Yorr	Captain Yorr	Captain Yorr		•Captain Yorr,Dark •Captain Yorr,Dark•Captain Yorr,DS •Captain Yorr,DS•Captain Yorr,Captain Yorr,Dark Captain Yorr,DarkCaptain Yorr,DS Captain Yorr,DSCaptain Yorr,•Captain Yorr (DS2U103),DS2U103,(DS2U103)
6161	https://res.starwarsccg.org/cards/SpecialEdition-Dark/large/carbonchambertesting.gif	https://scomp.starwarsccg.org/?s=Carbon+Chamber+Testing+%2F+My+Favorite+Decoration	SER296	 My Favorite Decoration	 My Favorite Decoration	 My Favorite Decoration		Carbon Chamber Testing ,Dark Carbon Chamber Testing ,DarkCarbon Chamber Testing ,DS Carbon Chamber Testing ,DSCarbon Chamber Testing ,Carbon Chamber Testing  (SER296),SER296,(SER296), My Favorite Decoration,Dark  My Favorite Decoration,Dark My Favorite Decoration,DS  My Favorite Decoration,DS My Favorite Decoration, My Favorite Decoration (SER296),SER296,(SER296)
379	https://res.starwarsccg.org/cards/CloudCity-Dark/large/carbonfreezing.gif	https://scomp.starwarsccg.org/?s=Carbon-Freezing	CCU114	Carbon-Freezing	Carbon-Freezing	Carbon-Freezing		Carbon-Freezing,Dark Carbon-Freezing,DarkCarbon-Freezing,DS Carbon-Freezing,DSCarbon-Freezing,Carbon-Freezing (CCU114),CCU114,(CCU114)
380	https://res.starwarsccg.org/cards/CloudCity-Dark/large/carbonitechamberconsole.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Carbonite+Chamber+Console	CCU107	•Carbonite Chamber Console	Carbonite Chamber Console	Carbonite Chamber Console		•Carbonite Chamber Console,Dark •Carbonite Chamber Console,Dark•Carbonite Chamber Console,DS •Carbonite Chamber Console,DS•Carbonite Chamber Console,Carbonite Chamber Console,Dark Carbonite Chamber Console,DarkCarbonite Chamber Console,DS Carbonite Chamber Console,DSCarbonite Chamber Console,•Carbonite Chamber Console (CCU107),CCU107,(CCU107)
6163	https://res.starwarsccg.org/cards/Virtual11-Dark/large/carbonitechamberconsole.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Carbonite+Chamber+Console+%28V%29	V11U008	•Carbonite Chamber Console (V)	Carbonite Chamber Console	Carbonite Chamber Console	(V)	•Carbonite Chamber Console (V),Dark •Carbonite Chamber Console (V),Dark•Carbonite Chamber Console (V),DS •Carbonite Chamber Console (V),DS•Carbonite Chamber Console (V),Carbonite Chamber Console (V),Dark Carbonite Chamber Console (V),DarkCarbonite Chamber Console (V),DS Carbonite Chamber Console (V),DSCarbonite Chamber Console (V),•Carbonite Chamber Console (V) (V11U008),V11U008,(V11U008)
383	https://res.starwarsccg.org/cards/Endor-Dark/large/carida.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Carida	EDRU156	•Carida	Carida	Carida		•Carida,Dark •Carida,Dark•Carida,DS •Carida,DS•Carida,Carida,Dark Carida,DarkCarida,DS Carida,DSCarida,•Carida (EDRU156),EDRU156,(EDRU156)
384	https://res.starwarsccg.org/cards/TheedPalace-Dark/large/ceasefire.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Cease+Fire%21	TPC101	•Cease Fire!	Cease Fire!	Cease Fire!		•Cease Fire!,Dark •Cease Fire!,Dark•Cease Fire!,DS •Cease Fire!,DS•Cease Fire!,Cease Fire!,Dark Cease Fire!,DarkCease Fire!,DS Cease Fire!,DSCease Fire!,•Cease Fire! (TPC101),TPC101,(TPC101)
388	https://res.starwarsccg.org/cards/OfficialTournamentSealedDeck-Dark/large/challbekan.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Chall+Bekan	OTSDPM011	•Chall Bekan	Chall Bekan	Chall Bekan		•Chall Bekan,Dark •Chall Bekan,Dark•Chall Bekan,DS •Chall Bekan,DS•Chall Bekan,Chall Bekan,Dark Chall Bekan,DarkChall Bekan,DS Chall Bekan,DSChall Bekan,•Chall Bekan (OTSDPM011),OTSDPM011,(OTSDPM011)
391	https://res.starwarsccg.org/cards/Premiere-Dark/large/charmingtothelast.gif	https://scomp.starwarsccg.org/?s=Charming+To+The+Last	PR2236	Charming To The Last	Charming To The Last	Charming To The Last		Charming To The Last,Dark Charming To The Last,DarkCharming To The Last,DS Charming To The Last,DSCharming To The Last,Charming To The Last (PR2236),PR2236,(PR2236)
393	https://res.starwarsccg.org/cards/JabbasPalace-Dark/large/chevin.gif	https://scomp.starwarsccg.org/?s=Chevin	JPC099	Chevin	Chevin	Chevin		Chevin,Dark Chevin,DarkChevin,DS Chevin,DSChevin,Chevin (JPC099),JPC099,(JPC099)
406	https://res.starwarsccg.org/cards/Premiere-Dark/large/chiefbast.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Chief+Bast	PU1165	•Chief Bast	Chief Bast	Chief Bast		•Chief Bast,Dark •Chief Bast,Dark•Chief Bast,DS •Chief Bast,DS•Chief Bast,Chief Bast,Dark Chief Bast,DarkChief Bast,DS Chief Bast,DSChief Bast,•Chief Bast (PU1165),PU1165,(PU1165)
6167	https://res.starwarsccg.org/cards/Virtual9-Dark/large/chiefbast.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Chief+Bast+%28V%29	V9U1034	•Chief Bast (V)	Chief Bast	Chief Bast	(V)	•Chief Bast (V),Dark •Chief Bast (V),Dark•Chief Bast (V),DS •Chief Bast (V),DS•Chief Bast (V),Chief Bast (V),Dark Chief Bast (V),DarkChief Bast (V),DS Chief Bast (V),DSChief Bast (V),•Chief Bast (V) (V9U1034),V9U1034,(V9U1034)
409	https://res.starwarsccg.org/cards/CloudCity-Dark/large/chiefretwin.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Chief+Retwin	CCR093	•Chief Retwin	Chief Retwin	Chief Retwin		•Chief Retwin,Dark •Chief Retwin,Dark•Chief Retwin,DS •Chief Retwin,DS•Chief Retwin,Chief Retwin,Dark Chief Retwin,DarkChief Retwin,DS Chief Retwin,DSChief Retwin,•Chief Retwin (CCR093),CCR093,(CCR093)
410	https://res.starwarsccg.org/cards/DeathStarII-Dark/large/chimaera.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Chimaera	DS2R154	•Chimaera	Chimaera	Chimaera		•Chimaera,Dark •Chimaera,Dark•Chimaera,DS •Chimaera,DS•Chimaera,Chimaera,Dark Chimaera,DarkChimaera,DS Chimaera,DSChimaera,•Chimaera (DS2R154),DS2R154,(DS2R154)
